# Chunk-averaged data for fix zOrder and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount c_myOrder[1]
100 83 17452.999999999996
  70 69.5 208 0.266426
  71 70.5 209.1 0.271248
  72 71.5 201.6 0.268643
  73 72.5 216 0.270378
  74 73.5 229.7 0.276499
  75 74.5 209 0.280234
  76 75.5 177.9 0.278606
  77 76.5 214.3 0.280427
  78 77.5 256.3 0.285434
  79 78.5 198.9 0.283491
  80 79.5 173.7 0.283236
  81 80.5 209.8 0.280651
  82 81.5 260.9 0.283889
  83 82.5 40.5 0.278575
14900 83 17453.000000000007
  1 0.5 218.6 0.281718
  2 1.5 253.9 0.282699
  3 2.5 197.7 0.282486
  4 3.5 173.1 0.28262
  5 4.5 223.2 0.283172
  6 5.5 256.9 0.284533
  7 6.5 190.9 0.282212
  8 7.5 178.3 0.281068
  9 8.5 228.3 0.283626
  10 9.5 247 0.283219
  11 10.5 190.7 0.281849
  12 11.5 178.3 0.282077
  13 12.5 239.2 0.282166
  14 13.5 242.8 0.283558
  15 14.5 185.5 0.281216
  16 15.5 185.2 0.282158
  17 16.5 233.5 0.285197
  18 17.5 242.9 0.286207
  19 18.5 183.1 0.28348
  20 19.5 184.1 0.286135
  21 20.5 250.2 0.286467
  22 21.5 231.1 0.286795
  23 22.5 181.4 0.283361
  24 23.5 193.1 0.284376
  25 24.5 250.6 0.28614
  26 25.5 221.1 0.283592
  27 26.5 181.7 0.282734
  28 27.5 200.5 0.282762
  29 28.5 255.5 0.286155
  30 29.5 213.6 0.278682
  31 30.5 173.6 0.278559
  32 31.5 206.6 0.27966
  33 32.5 262.4 0.282259
  34 33.5 204.9 0.281917
  35 34.5 175.6 0.282261
  36 35.5 218.7 0.281413
  37 36.5 261.2 0.287067
  38 37.5 189.8 0.282161
  39 38.5 176.1 0.283706
  40 39.5 228.7 0.284349
  41 40.5 258.9 0.288259
  42 41.5 181.5 0.285276
  43 42.5 180.8 0.283156
  44 43.5 241.3 0.282843
  45 44.5 241 0.280214
  46 45.5 183.3 0.276685
  47 46.5 193.4 0.279398
  48 47.5 230.1 0.275218
  49 48.5 220.2 0.270521
  50 49.5 199.3 0.269593
  51 50.5 208.2 0.267241
  52 51.5 213.4 0.264407
  53 52.5 209 0.261935
  54 53.5 216.9 0.263041
  55 54.5 208.5 0.260743
  56 55.5 211.5 0.263025
  57 56.5 210.6 0.265821
  58 57.5 210.6 0.264849
  59 58.5 208.8 0.262802
  60 59.5 214.5 0.266029
  61 60.5 212.6 0.265366
  62 61.5 206.1 0.26497
  63 62.5 210.4 0.267883
  64 63.5 211 0.26451
  65 64.5 210.5 0.263778
  66 65.5 213.8 0.263832
  67 66.5 209.5 0.262881
  68 67.5 210.4 0.263532
  69 68.5 211.1 0.263268
  70 69.5 209.7 0.261917
  71 70.5 208 0.264679
  72 71.5 203.6 0.267254
  73 72.5 208 0.266815
  74 73.5 230.5 0.276028
  75 74.5 214.1 0.277585
  76 75.5 176.7 0.277999
  77 76.5 205.7 0.282339
  78 77.5 260.7 0.284983
  79 78.5 204.4 0.279937
  80 79.5 173.3 0.283313
  81 80.5 215.9 0.283117
  82 81.5 254.2 0.283697
  83 82.5 41.4 0.277578
15000 83 17452.999999999996
  1 0.5 216 0.279791
  2 1.5 258.8 0.284126
  3 2.5 195 0.284189
  4 3.5 174.5 0.282783
  5 4.5 221.9 0.281741
  6 5.5 257.2 0.285672
  7 6.5 191.1 0.283732
  8 7.5 179 0.282404
  9 8.5 232.5 0.282148
  10 9.5 250.6 0.281977
  11 10.5 182.9 0.280815
  12 11.5 180.5 0.279337
  13 12.5 241.3 0.278913
  14 13.5 241.7 0.280987
  15 14.5 182.1 0.282303
  16 15.5 185.9 0.280228
  17 16.5 249.9 0.283486
  18 17.5 231.4 0.286284
  19 18.5 177.2 0.283764
  20 19.5 192.4 0.283928
  21 20.5 258.8 0.282273
  22 21.5 218 0.280697
  23 22.5 179.1 0.278182
  24 23.5 202.4 0.281442
  25 24.5 243.6 0.282425
  26 25.5 220.3 0.282862
  27 26.5 177.8 0.283269
  28 27.5 204.2 0.282355
  29 28.5 261.6 0.284677
  30 29.5 206.3 0.280979
  31 30.5 172.9 0.277314
  32 31.5 212.4 0.284223
  33 32.5 262.9 0.284965
  34 33.5 197 0.283649
  35 34.5 175.3 0.286351
  36 35.5 221.5 0.283061
  37 36.5 259.2 0.2834
  38 37.5 190 0.282176
  39 38.5 175.5 0.282435
  40 39.5 231.1 0.284989
  41 40.5 254.4 0.285102
  42 41.5 184.1 0.28128
  43 42.5 183.7 0.283164
  44 43.5 230.8 0.283881
  45 44.5 244.8 0.282093
  46 45.5 185.7 0.278946
  47 46.5 190.1 0.278639
  48 47.5 233.6 0.275696
  49 48.5 225.4 0.269331
  50 49.5 196.2 0.265755
  51 50.5 205.7 0.266105
  52 51.5 216.6 0.262302
  53 52.5 209.9 0.261122
  54 53.5 210 0.262874
  55 54.5 214.1 0.264208
  56 55.5 207.8 0.261384
  57 56.5 211.9 0.263653
  58 57.5 210.2 0.264084
  59 58.5 208.3 0.263674
  60 59.5 215.2 0.264302
  61 60.5 211.6 0.263513
  62 61.5 204.3 0.265672
  63 62.5 206.9 0.263214
  64 63.5 217.3 0.265101
  65 64.5 210.3 0.266713
  66 65.5 206.4 0.267146
  67 66.5 211 0.2671
  68 67.5 213 0.265829
  69 68.5 206 0.264734
  70 69.5 210 0.264862
  71 70.5 208.5 0.263871
  72 71.5 203.8 0.267664
  73 72.5 212.4 0.267648
  74 73.5 235.6 0.275313
  75 74.5 213.2 0.277276
  76 75.5 177.9 0.28104
  77 76.5 203.4 0.278684
  78 77.5 258.6 0.284376
  79 78.5 209 0.283603
  80 79.5 175.8 0.280469
  81 80.5 207.6 0.280889
  82 81.5 255 0.284193
  83 82.5 45.1 0.270968
15100 83 17453
  1 0.5 219.6 0.283694
  2 1.5 259.3 0.286606
  3 2.5 192.2 0.281689
  4 3.5 177.8 0.28047
  5 4.5 231.2 0.280275
  6 5.5 249.9 0.282115
  7 6.5 186.2 0.281411
  8 7.5 175.6 0.280806
  9 8.5 242.9 0.283915
  10 9.5 246.5 0.282697
  11 10.5 181.2 0.282175
  12 11.5 181 0.279976
  13 12.5 250 0.280878
  14 13.5 236.2 0.282803
  15 14.5 178.1 0.281927
  16 15.5 191.8 0.282215
  17 16.5 250.8 0.283111
  18 17.5 224.6 0.28354
  19 18.5 178.1 0.27994
  20 19.5 191.6 0.282894
  21 20.5 266.9 0.285482
  22 21.5 211.6 0.282794
  23 22.5 177.3 0.282322
  24 23.5 211.2 0.28268
  25 24.5 251 0.283216
  26 25.5 206.7 0.283176
  27 26.5 175.9 0.281318
  28 27.5 210.9 0.281972
  29 28.5 263.3 0.284805
  30 29.5 196.9 0.28216
  31 30.5 173.1 0.282511
  32 31.5 219.6 0.284074
  33 32.5 253.6 0.283302
  34 33.5 198.9 0.283745
  35 34.5 177.8 0.281764
  36 35.5 220.5 0.283843
  37 36.5 255.8 0.284116
  38 37.5 190.5 0.281579
  39 38.5 173.7 0.282722
  40 39.5 227.9 0.285227
  41 40.5 255.9 0.283674
  42 41.5 188.2 0.281012
  43 42.5 177.1 0.282211
  44 43.5 233.6 0.28471
  45 44.5 248.9 0.284315
  46 45.5 185.1 0.280917
  47 46.5 196.6 0.275563
  48 47.5 225.9 0.27138
  49 48.5 227.7 0.269751
  50 49.5 197.7 0.267377
  51 50.5 202.7 0.26565
  52 51.5 213 0.265716
  53 52.5 211.4 0.263913
  54 53.5 213 0.264158
  55 54.5 205.3 0.262935
  56 55.5 213.4 0.262639
  57 56.5 214.4 0.263492
  58 57.5 208.6 0.26157
  59 58.5 207.8 0.26324
  60 59.5 216 0.265833
  61 60.5 205.3 0.265324
  62 61.5 207.3 0.265272
  63 62.5 209.1 0.264881
  64 63.5 209 0.268583
  65 64.5 209.2 0.263604
  66 65.5 214.7 0.26288
  67 66.5 210.6 0.2672
  68 67.5 206.9 0.265064
  69 68.5 213.7 0.262018
  70 69.5 210.7 0.261967
  71 70.5 210.8 0.265735
  72 71.5 204.3 0.268413
  73 72.5 199.9 0.267715
  74 73.5 237.5 0.273548
  75 74.5 221.4 0.278007
  76 75.5 178.7 0.27832
  77 76.5 199.5 0.276968
  78 77.5 257.2 0.284421
  79 78.5 213.3 0.281781
  80 79.5 177.7 0.277292
  81 80.5 206.7 0.281255
  82 81.5 255.5 0.281572
  83 82.5 44 0.276182
15200 83 17453
  1 0.5 219 0.281818
  2 1.5 260.7 0.286872
  3 2.5 192.8 0.280149
  4 3.5 180 0.28121
  5 4.5 235.2 0.281091
  6 5.5 247.3 0.283667
  7 6.5 182.3 0.279366
  8 7.5 180.9 0.278271
  9 8.5 245.1 0.2845
  10 9.5 240.5 0.282926
  11 10.5 178.6 0.27947
  12 11.5 190.1 0.279712
  13 12.5 246.7 0.283331
  14 13.5 233.3 0.282091
  15 14.5 176.1 0.279826
  16 15.5 196.6 0.282311
  17 16.5 253.6 0.284535
  18 17.5 219 0.280212
  19 18.5 177.7 0.281712
  20 19.5 201.2 0.281815
  21 20.5 257.7 0.287135
  22 21.5 207.7 0.284706
  23 22.5 178.9 0.283543
  24 23.5 217.8 0.281943
  25 24.5 248.7 0.286882
  26 25.5 201.9 0.284653
  27 26.5 175.3 0.283778
  28 27.5 218.3 0.286543
  29 28.5 253.9 0.285029
  30 29.5 200.3 0.281448
  31 30.5 173.8 0.282844
  32 31.5 227.1 0.282943
  33 32.5 249.9 0.284152
  34 33.5 193.3 0.283012
  35 34.5 177 0.283257
  36 35.5 221.5 0.283215
  37 36.5 259 0.285765
  38 37.5 188 0.281817
  39 38.5 177.3 0.278164
  40 39.5 228.6 0.282748
  41 40.5 249.6 0.286148
  42 41.5 190.1 0.279535
  43 42.5 179.6 0.281238
  44 43.5 237.6 0.283725
  45 44.5 243.5 0.283082
  46 45.5 183.3 0.279757
  47 46.5 190.3 0.277271
  48 47.5 234.2 0.273799
  49 48.5 223.3 0.271126
  50 49.5 197.4 0.265124
  51 50.5 206.5 0.266538
  52 51.5 208.2 0.26592
  53 52.5 211.3 0.264828
  54 53.5 209.9 0.265603
  55 54.5 217.1 0.262587
  56 55.5 205.9 0.263638
  57 56.5 211.1 0.264674
  58 57.5 201.8 0.264047
  59 58.5 214.1 0.263365
  60 59.5 212.7 0.264049
  61 60.5 208.3 0.266065
  62 61.5 209.2 0.26483
  63 62.5 210.3 0.26465
  64 63.5 211.8 0.268121
  65 64.5 207.5 0.262315
  66 65.5 216.4 0.263287
  67 66.5 215 0.264989
  68 67.5 206.2 0.265479
  69 68.5 208.7 0.267609
  70 69.5 207 0.263485
  71 70.5 210.5 0.264096
  72 71.5 207.6 0.266222
  73 72.5 204.8 0.268628
  74 73.5 231.2 0.273585
  75 74.5 222.7 0.274874
  76 75.5 181.9 0.276128
  77 76.5 196.7 0.280044
  78 77.5 253.5 0.284129
  79 78.5 217.9 0.280172
  80 79.5 178 0.278879
  81 80.5 204.1 0.278933
  82 81.5 262.1 0.281698
  83 82.5 41.4 0.273745
15300 83 17453
  1 0.5 218.3 0.2845
  2 1.5 260.4 0.283247
  3 2.5 193.2 0.279067
  4 3.5 179.1 0.280584
  5 4.5 235.7 0.283922
  6 5.5 247.6 0.286457
  7 6.5 181.9 0.283478
  8 7.5 184.3 0.281403
  9 8.5 255.3 0.285517
  10 9.5 229.1 0.283692
  11 10.5 176.5 0.282245
  12 11.5 194.4 0.283112
  13 12.5 254.6 0.283717
  14 13.5 222.9 0.279817
  15 14.5 175.6 0.281927
  16 15.5 202.3 0.280258
  17 16.5 254 0.281281
  18 17.5 212.8 0.285645
  19 18.5 175.9 0.281176
  20 19.5 205.5 0.279494
  21 20.5 258.2 0.283856
  22 21.5 207.4 0.283299
  23 22.5 178.3 0.27919
  24 23.5 214.3 0.281708
  25 24.5 254.1 0.284821
  26 25.5 198.3 0.283415
  27 26.5 175.2 0.279592
  28 27.5 219 0.28102
  29 28.5 252.6 0.282595
  30 29.5 199.7 0.28087
  31 30.5 174.5 0.283509
  32 31.5 222.5 0.282649
  33 32.5 253.3 0.284652
  34 33.5 193.2 0.28255
  35 34.5 180.1 0.283627
  36 35.5 225.8 0.285151
  37 36.5 252.6 0.286483
  38 37.5 187.8 0.280029
  39 38.5 179.2 0.281686
  40 39.5 232.4 0.282071
  41 40.5 248.3 0.285637
  42 41.5 184.7 0.282611
  43 42.5 179.4 0.282328
  44 43.5 236.8 0.284968
  45 44.5 244.3 0.281773
  46 45.5 185.3 0.280145
  47 46.5 190.7 0.278023
  48 47.5 223.9 0.275928
  49 48.5 226.7 0.269386
  50 49.5 199.9 0.265798
  51 50.5 204.2 0.264291
  52 51.5 206.7 0.267346
  53 52.5 210.1 0.265721
  54 53.5 213.7 0.26475
  55 54.5 211.5 0.265292
  56 55.5 208.6 0.265409
  57 56.5 210 0.266771
  58 57.5 202.5 0.263043
  59 58.5 212.6 0.262038
  60 59.5 213.3 0.261543
  61 60.5 213.5 0.26167
  62 61.5 213.7 0.266291
  63 62.5 209 0.263905
  64 63.5 212 0.263907
  65 64.5 208.8 0.264535
  66 65.5 210.6 0.262996
  67 66.5 207.6 0.260415
  68 67.5 213.4 0.261156
  69 68.5 206.8 0.261038
  70 69.5 212.4 0.264274
  71 70.5 215 0.263693
  72 71.5 203.6 0.264212
  73 72.5 202.4 0.265377
  74 73.5 226.3 0.272084
  75 74.5 230.9 0.28015
  76 75.5 181.8 0.276873
  77 76.5 195.5 0.28078
  78 77.5 256.7 0.284915
  79 78.5 216.8 0.282923
  80 79.5 175.7 0.281104
  81 80.5 205.5 0.283326
  82 81.5 267.2 0.285512
  83 82.5 36.7 0.278433
15400 83 17453
  1 0.5 226.6 0.283552
  2 1.5 256.3 0.285311
  3 2.5 190.2 0.280694
  4 3.5 178.3 0.279371
  5 4.5 240.1 0.283395
  6 5.5 244.7 0.283021
  7 6.5 182 0.281356
  8 7.5 186.5 0.279459
  9 8.5 245.7 0.28507
  10 9.5 235.4 0.282249
  11 10.5 178.1 0.284544
  12 11.5 192 0.278772
  13 12.5 255.2 0.283294
  14 13.5 222.9 0.281156
  15 14.5 176.3 0.28403
  16 15.5 203.1 0.27926
  17 16.5 252.7 0.283121
  18 17.5 212.4 0.281078
  19 18.5 178.3 0.281353
  20 19.5 206.5 0.280502
  21 20.5 259.9 0.283802
  22 21.5 202.9 0.281603
  23 22.5 176.7 0.283937
  24 23.5 214.8 0.281222
  25 24.5 250.9 0.284529
  26 25.5 202.8 0.286245
  27 26.5 177 0.284051
  28 27.5 217.8 0.283665
  29 28.5 255.2 0.285832
  30 29.5 195.1 0.279751
  31 30.5 178.9 0.280271
  32 31.5 226.6 0.282093
  33 32.5 247.9 0.285751
  34 33.5 193.1 0.287091
  35 34.5 177.6 0.284213
  36 35.5 230.7 0.283599
  37 36.5 253.3 0.283883
  38 37.5 184 0.283527
  39 38.5 178.7 0.281107
  40 39.5 232 0.283891
  41 40.5 244.8 0.281818
  42 41.5 189.3 0.278822
  43 42.5 177 0.280191
  44 43.5 236.7 0.285387
  45 44.5 242.2 0.283901
  46 45.5 188.6 0.279839
  47 46.5 188 0.280449
  48 47.5 224.2 0.274288
  49 48.5 220.8 0.269084
  50 49.5 202.7 0.264339
  51 50.5 209.3 0.265427
  52 51.5 212.8 0.265827
  53 52.5 209.8 0.264607
  54 53.5 209.6 0.265348
  55 54.5 209.6 0.264975
  56 55.5 207.9 0.264948
  57 56.5 207.5 0.266244
  58 57.5 210.5 0.265779
  59 58.5 210.1 0.265893
  60 59.5 211.4 0.26352
  61 60.5 210.7 0.261239
  62 61.5 207.2 0.264454
  63 62.5 215.3 0.263374
  64 63.5 213.3 0.263538
  65 64.5 208.5 0.265081
  66 65.5 206.5 0.263116
  67 66.5 216 0.260511
  68 67.5 209.9 0.263327
  69 68.5 206.3 0.26109
  70 69.5 216.4 0.26532
  71 70.5 213.6 0.267203
  72 71.5 204.6 0.266894
  73 72.5 199.7 0.26785
  74 73.5 237.8 0.268645
  75 74.5 219.9 0.277589
  76 75.5 183.5 0.273841
  77 76.5 199 0.279702
  78 77.5 262.3 0.282528
  79 78.5 211.2 0.279261
  80 79.5 172.4 0.277642
  81 80.5 206.9 0.279677
  82 81.5 266.4 0.282591
  83 82.5 33.6 0.272678
15500 83 17453
  1 0.5 229.5 0.279432
  2 1.5 254.6 0.28287
  3 2.5 188.2 0.279798
  4 3.5 177.3 0.278351
  5 4.5 242.7 0.282694
  6 5.5 244.6 0.280063
  7 6.5 180.5 0.280555
  8 7.5 185.8 0.283184
  9 8.5 247.3 0.286122
  10 9.5 235.6 0.284402
  11 10.5 175.4 0.280245
  12 11.5 192.6 0.27995
  13 12.5 254.1 0.281518
  14 13.5 221.3 0.279381
  15 14.5 179.3 0.283563
  16 15.5 200.9 0.282516
  17 16.5 244.1 0.284482
  18 17.5 224 0.285582
  19 18.5 176.5 0.284312
  20 19.5 204.5 0.281938
  21 20.5 258.3 0.285403
  22 21.5 208.7 0.281537
  23 22.5 173.6 0.283199
  24 23.5 210.5 0.281887
  25 24.5 260.6 0.286475
  26 25.5 200.1 0.283523
  27 26.5 175.7 0.282423
  28 27.5 218.1 0.284342
  29 28.5 257.6 0.283997
  30 29.5 193.6 0.283152
  31 30.5 176.3 0.280555
  32 31.5 224.5 0.285033
  33 32.5 250.5 0.286905
  34 33.5 193.5 0.281167
  35 34.5 178.1 0.281419
  36 35.5 229.1 0.280813
  37 36.5 251.9 0.284323
  38 37.5 188.1 0.279181
  39 38.5 175.6 0.281955
  40 39.5 229.5 0.28407
  41 40.5 248.4 0.286198
  42 41.5 190.7 0.281668
  43 42.5 178.4 0.279434
  44 43.5 228.2 0.283196
  45 44.5 247.4 0.285962
  46 45.5 190 0.278663
  47 46.5 190.1 0.278635
  48 47.5 225.8 0.275479
  49 48.5 219.3 0.26915
  50 49.5 202.3 0.266307
  51 50.5 209.3 0.264186
  52 51.5 215 0.265453
  53 52.5 208.5 0.263999
  54 53.5 208.7 0.262159
  55 54.5 205.2 0.265336
  56 55.5 213 0.264348
  57 56.5 207.3 0.264238
  58 57.5 210.8 0.262638
  59 58.5 214.5 0.266254
  60 59.5 214 0.265876
  61 60.5 203 0.264627
  62 61.5 211.2 0.264215
  63 62.5 206.6 0.263974
  64 63.5 212.3 0.262902
  65 64.5 214.6 0.263285
  66 65.5 209 0.263406
  67 66.5 214.6 0.262568
  68 67.5 206.6 0.262192
  69 68.5 207.6 0.262774
  70 69.5 218.1 0.261299
  71 70.5 213.2 0.26293
  72 71.5 201.5 0.263479
  73 72.5 202.8 0.267501
  74 73.5 238.9 0.27515
  75 74.5 218.4 0.275303
  76 75.5 182.9 0.278423
  77 76.5 197 0.280279
  78 77.5 263.1 0.282125
  79 78.5 210.7 0.279333
  80 79.5 173.2 0.280521
  81 80.5 211.5 0.280269
  82 81.5 263.6 0.282321
  83 82.5 33 0.266968
15600 83 17452.999999999996
  1 0.5 231.6 0.281754
  2 1.5 246.9 0.284857
  3 2.5 187.3 0.282309
  4 3.5 182.9 0.280475
  5 4.5 233.1 0.283044
  6 5.5 246.6 0.284939
  7 6.5 182.5 0.281454
  8 7.5 182.8 0.281631
  9 8.5 244.7 0.285024
  10 9.5 239.5 0.283643
  11 10.5 178.7 0.280373
  12 11.5 186.2 0.279415
  13 12.5 253.5 0.283327
  14 13.5 226.3 0.282379
  15 14.5 180.9 0.282315
  16 15.5 192.4 0.281589
  17 16.5 252.7 0.284603
  18 17.5 221.9 0.285659
  19 18.5 175.3 0.282752
  20 19.5 199.3 0.278961
  21 20.5 262.4 0.285417
  22 21.5 212.3 0.281883
  23 22.5 173.1 0.282866
  24 23.5 208.4 0.281615
  25 24.5 260.6 0.28435
  26 25.5 203.6 0.282695
  27 26.5 173 0.283662
  28 27.5 214.1 0.28527
  29 28.5 261.9 0.285546
  30 29.5 195.4 0.283564
  31 30.5 175.2 0.285196
  32 31.5 219.7 0.282194
  33 32.5 256.4 0.284283
  34 33.5 194.7 0.283422
  35 34.5 174.4 0.285898
  36 35.5 220 0.285518
  37 36.5 255.9 0.288267
  38 37.5 194.4 0.28408
  39 38.5 179.1 0.278832
  40 39.5 226.3 0.283032
  41 40.5 247.5 0.284434
  42 41.5 192.3 0.281461
  43 42.5 178.8 0.28491
  44 43.5 228.3 0.283259
  45 44.5 246.3 0.285303
  46 45.5 191.1 0.281578
  47 46.5 189.7 0.272929
  48 47.5 224.1 0.274694
  49 48.5 222.8 0.27079
  50 49.5 208.1 0.263016
  51 50.5 205.5 0.265642
  52 51.5 211.4 0.262579
  53 52.5 207.7 0.264376
  54 53.5 207.1 0.264721
  55 54.5 207.8 0.266516
  56 55.5 209.8 0.262322
  57 56.5 214.3 0.267368
  58 57.5 209.4 0.262876
  59 58.5 213.1 0.263077
  60 59.5 213.2 0.265733
  61 60.5 204.7 0.263616
  62 61.5 211.1 0.263028
  63 62.5 210.7 0.262057
  64 63.5 213.7 0.26502
  65 64.5 216.9 0.266164
  66 65.5 203.6 0.263844
  67 66.5 211.9 0.263436
  68 67.5 210.8 0.260994
  69 68.5 207.6 0.263781
  70 69.5 209.1 0.262278
  71 70.5 215 0.264317
  72 71.5 205 0.266576
  73 72.5 200.4 0.26645
  74 73.5 242.8 0.276314
  75 74.5 218.2 0.277163
  76 75.5 179.6 0.280411
  77 76.5 209.7 0.278746
  78 77.5 256.2 0.285494
  79 78.5 205 0.278526
  80 79.5 173.7 0.28086
  81 80.5 220.1 0.279943
  82 81.5 257 0.28111
  83 82.5 35.9 0.270799
15700 83 17453
  1 0.5 225.2 0.278373
  2 1.5 256.2 0.284703
  3 2.5 188.6 0.2805
  4 3.5 179.5 0.282292
  5 4.5 231 0.281489
  6 5.5 248.2 0.281162
  7 6.5 185 0.280447
  8 7.5 181 0.282557
  9 8.5 239.7 0.283024
  10 9.5 245.3 0.283426
  11 10.5 179 0.28365
  12 11.5 187.3 0.279822
  13 12.5 243.9 0.282893
  14 13.5 235.9 0.283734
  15 14.5 178.5 0.283397
  16 15.5 192.2 0.282712
  17 16.5 257.3 0.284095
  18 17.5 222.4 0.284583
  19 18.5 173.9 0.27853
  20 19.5 197.4 0.278704
  21 20.5 258.3 0.28032
  22 21.5 215.7 0.2793
  23 22.5 173.9 0.283225
  24 23.5 204.9 0.281389
  25 24.5 257.1 0.284092
  26 25.5 207.8 0.280202
  27 26.5 174.7 0.283123
  28 27.5 209.2 0.282228
  29 28.5 253.5 0.283825
  30 29.5 210.4 0.285049
  31 30.5 173.8 0.282389
  32 31.5 212.8 0.283065
  33 32.5 257.6 0.284526
  34 33.5 199.3 0.280041
  35 34.5 180.2 0.27886
  36 35.5 214.2 0.281701
  37 36.5 256.1 0.283853
  38 37.5 196 0.280736
  39 38.5 175 0.280323
  40 39.5 224.3 0.283725
  41 40.5 253.4 0.286399
  42 41.5 193.1 0.284248
  43 42.5 180.1 0.283431
  44 43.5 231.8 0.282968
  45 44.5 244.4 0.283731
  46 45.5 186.9 0.278194
  47 46.5 188.3 0.27819
  48 47.5 230.3 0.277323
  49 48.5 227.6 0.273813
  50 49.5 195.3 0.263952
  51 50.5 209.5 0.266947
  52 51.5 212.7 0.265461
  53 52.5 214.2 0.263652
  54 53.5 203.7 0.264354
  55 54.5 208.8 0.262471
  56 55.5 211.3 0.265345
  57 56.5 213.6 0.263689
  58 57.5 212.2 0.266028
  59 58.5 207.7 0.260902
  60 59.5 214.7 0.263991
  61 60.5 208.3 0.260756
  62 61.5 209.2 0.262379
  63 62.5 208.5 0.264587
  64 63.5 213.9 0.262332
  65 64.5 212.4 0.263447
  66 65.5 207.6 0.263511
  67 66.5 210 0.267367
  68 67.5 209.9 0.262238
  69 68.5 212.2 0.26316
  70 69.5 214.2 0.263652
  71 70.5 211.3 0.264712
  72 71.5 202.5 0.267038
  73 72.5 205.3 0.267742
  74 73.5 237 0.272471
  75 74.5 212.9 0.277229
  76 75.5 182.6 0.276861
  77 76.5 208.8 0.280446
  78 77.5 261.3 0.284038
  79 78.5 199.2 0.276189
  80 79.5 176.8 0.276763
  81 80.5 212.2 0.276538
  82 81.5 259 0.281748
  83 82.5 36 0.266272
15800 83 17452.999999999993
  1 0.5 229.5 0.282721
  2 1.5 247 0.281771
  3 2.5 192 0.279231
  4 3.5 176.5 0.281939
  5 4.5 229.6 0.282794
  6 5.5 255 0.286132
  7 6.5 184 0.285388
  8 7.5 179.2 0.280054
  9 8.5 241.1 0.283707
  10 9.5 244.1 0.285523
  11 10.5 180.7 0.283051
  12 11.5 182.5 0.28141
  13 12.5 252.8 0.282847
  14 13.5 233.4 0.283981
  15 14.5 178.1 0.285729
  16 15.5 190.9 0.281994
  17 16.5 252.4 0.286455
  18 17.5 223.3 0.282629
  19 18.5 177 0.281347
  20 19.5 193.8 0.284878
  21 20.5 252.1 0.283128
  22 21.5 222.7 0.281902
  23 22.5 178.7 0.279592
  24 23.5 197 0.283215
  25 24.5 253.4 0.284944
  26 25.5 218.6 0.284353
  27 26.5 176.3 0.281743
  28 27.5 198 0.284106
  29 28.5 256.4 0.283386
  30 29.5 215.1 0.285634
  31 30.5 173.9 0.282279
  32 31.5 205.6 0.281734
  33 32.5 254 0.284625
  34 33.5 212.9 0.2795
  35 34.5 174.8 0.278184
  36 35.5 215.4 0.285763
  37 36.5 257 0.286463
  38 37.5 198.8 0.280884
  39 38.5 177.5 0.281203
  40 39.5 224.6 0.277506
  41 40.5 250.7 0.282862
  42 41.5 193.2 0.280292
  43 42.5 179 0.281649
  44 43.5 228.8 0.282626
  45 44.5 247.3 0.28553
  46 45.5 187.8 0.27899
  47 46.5 187.6 0.278197
  48 47.5 231.4 0.274807
  49 48.5 226.3 0.271508
  50 49.5 199.3 0.266771
  51 50.5 209 0.26471
  52 51.5 220.8 0.263875
  53 52.5 205.9 0.261664
  54 53.5 200 0.263684
  55 54.5 215.8 0.261743
  56 55.5 217 0.261932
  57 56.5 208.5 0.262651
  58 57.5 210.8 0.264445
  59 58.5 207.9 0.262619
  60 59.5 208 0.260938
  61 60.5 214.8 0.264961
  62 61.5 207.4 0.264079
  63 62.5 216.6 0.263513
  64 63.5 209.4 0.262496
  65 64.5 207.2 0.263458
  66 65.5 211.7 0.26326
  67 66.5 211.8 0.262907
  68 67.5 209 0.261138
  69 68.5 216.6 0.26372
  70 69.5 213.1 0.264517
  71 70.5 206.1 0.264269
  72 71.5 201.6 0.267101
  73 72.5 206.7 0.266659
  74 73.5 238.3 0.272505
  75 74.5 208.3 0.277302
  76 75.5 181.2 0.279926
  77 76.5 210.8 0.280767
  78 77.5 258 0.282326
  79 78.5 200.1 0.279091
  80 79.5 174.9 0.280792
  81 80.5 217.1 0.279978
  82 81.5 255.1 0.281318
  83 82.5 36.4 0.264823
15900 83 17452.999999999996
  1 0.5 232.3 0.282055
  2 1.5 243.9 0.282799
  3 2.5 193.1 0.282609
  4 3.5 181.5 0.282151
  5 4.5 225.5 0.285648
  6 5.5 251 0.285824
  7 6.5 187.2 0.281397
  8 7.5 178.2 0.280485
  9 8.5 237.5 0.283253
  10 9.5 247.5 0.283524
  11 10.5 182.1 0.283764
  12 11.5 181.3 0.283131
  13 12.5 241.2 0.284422
  14 13.5 240.5 0.281516
  15 14.5 182.9 0.279285
  16 15.5 181.9 0.283527
  17 16.5 247.3 0.284238
  18 17.5 232.6 0.28205
  19 18.5 182.7 0.280144
  20 19.5 188.2 0.279835
  21 20.5 245.8 0.28342
  22 21.5 233.1 0.281286
  23 22.5 178 0.28083
  24 23.5 196.9 0.281497
  25 24.5 246.9 0.281015
  26 25.5 220.5 0.282745
  27 26.5 181.5 0.283884
  28 27.5 196.4 0.285346
  29 28.5 252.7 0.286055
  30 29.5 218.6 0.281622
  31 30.5 176.9 0.279682
