# Chunk-averaged data for fix zOrder and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount c_myOrder[1]
100 83 17453
  67 66.5 212.3 0.258894
  68 67.5 212.2 0.262808
  69 68.5 213.7 0.261941
  70 69.5 211.5 0.263377
  71 70.5 209.5 0.26422
  72 71.5 205.7 0.263608
  73 72.5 212.5 0.264059
  74 73.5 222.1 0.266071
  75 74.5 211.1 0.272524
  76 75.5 186.9 0.272746
  77 76.5 214 0.274029
  78 77.5 245.8 0.281814
  79 78.5 206.3 0.282719
  80 79.5 176.6 0.282316
  81 80.5 210.9 0.283295
  82 81.5 256.6 0.286553
  83 82.5 43.5 0.274031
14300 83 17453.000000000004
  1 0.5 223.3 0.282457
  2 1.5 254.6 0.282518
  3 2.5 190.7 0.280882
  4 3.5 181.8 0.284596
  5 4.5 235.7 0.284995
  6 5.5 242.2 0.281683
  7 6.5 186.3 0.281738
  8 7.5 182.1 0.283312
  9 8.5 234.6 0.283135
  10 9.5 244.1 0.284933
  11 10.5 185.5 0.282563
  12 11.5 182.2 0.283145
  13 12.5 251.9 0.2854
  14 13.5 230.6 0.284365
  15 14.5 180.4 0.280045
  16 15.5 187.5 0.282109
  17 16.5 247.4 0.281524
  18 17.5 232.3 0.281367
  19 18.5 177.2 0.280276
  20 19.5 188 0.279793
  21 20.5 252.7 0.281504
  22 21.5 229.4 0.279248
  23 22.5 175.9 0.279712
  24 23.5 195.5 0.277149
  25 24.5 250.7 0.283372
  26 25.5 223.7 0.282517
  27 26.5 175 0.28202
  28 27.5 203.2 0.285876
  29 28.5 259.9 0.283463
  30 29.5 209.1 0.285115
  31 30.5 174.2 0.287065
  32 31.5 210.8 0.28568
  33 32.5 256.6 0.281844
  34 33.5 203.1 0.278802
  35 34.5 175.5 0.279901
  36 35.5 212 0.280442
  37 36.5 252.5 0.282859
  38 37.5 205.7 0.28066
  39 38.5 176.9 0.28269
  40 39.5 221.8 0.280483
  41 40.5 255 0.285
  42 41.5 192.2 0.284386
  43 42.5 177.7 0.28088
  44 43.5 231.2 0.283449
  45 44.5 245.9 0.282133
  46 45.5 189.5 0.27869
  47 46.5 188.6 0.275693
  48 47.5 227.4 0.274896
  49 48.5 229.7 0.272201
  50 49.5 201.4 0.267101
  51 50.5 200 0.268987
  52 51.5 213.2 0.263322
  53 52.5 212.2 0.26031
  54 53.5 216.6 0.262796
  55 54.5 208.7 0.262052
  56 55.5 208.9 0.263749
  57 56.5 204.4 0.265524
  58 57.5 215.9 0.265957
  59 58.5 212.6 0.265587
  60 59.5 210.8 0.263101
  61 60.5 207.1 0.263254
  62 61.5 205.9 0.262844
  63 62.5 211.2 0.264589
  64 63.5 219.2 0.265296
  65 64.5 207.3 0.264489
  66 65.5 211.7 0.265014
  67 66.5 205.1 0.261909
  68 67.5 211.7 0.264092
  69 68.5 216.4 0.263757
  70 69.5 212.8 0.261624
  71 70.5 205.3 0.264275
  72 71.5 208.6 0.263026
  73 72.5 207 0.264614
  74 73.5 222.9 0.264593
  75 74.5 220 0.273797
  76 75.5 185.2 0.271648
  77 76.5 210 0.273712
  78 77.5 248.8 0.280951
  79 78.5 207.9 0.279602
  80 79.5 175.3 0.28122
  81 80.5 212.1 0.27952
  82 81.5 260.1 0.282853
  83 82.5 36.9 0.274191
14400 83 17453
  1 0.5 229.3 0.282686
  2 1.5 254 0.284256
  3 2.5 187.6 0.281576
  4 3.5 183 0.281104
  5 4.5 240.8 0.28473
  6 5.5 242 0.285096
  7 6.5 180.9 0.283851
  8 7.5 184.3 0.281724
  9 8.5 249.6 0.280522
  10 9.5 233.4 0.279535
  11 10.5 178 0.27537
  12 11.5 187.3 0.280885
  13 12.5 250.1 0.282547
  14 13.5 228.6 0.28438
  15 14.5 179 0.283062
  16 15.5 194.8 0.281918
  17 16.5 257.5 0.281871
  18 17.5 218.5 0.282578
  19 18.5 173.8 0.281932
  20 19.5 193.9 0.276655
  21 20.5 258.7 0.281442
  22 21.5 216.5 0.282899
  23 22.5 177 0.280382
  24 23.5 198.5 0.281024
  25 24.5 259.8 0.285112
  26 25.5 213.7 0.281167
  27 26.5 174.2 0.279208
  28 27.5 204.5 0.278569
  29 28.5 255.4 0.28302
  30 29.5 209.1 0.282583
  31 30.5 174.9 0.282508
  32 31.5 208.7 0.280873
  33 32.5 257.8 0.282576
  34 33.5 205 0.281122
  35 34.5 175.2 0.281961
  36 35.5 218.8 0.281952
  37 36.5 248.3 0.282488
  38 37.5 201.9 0.280409
  39 38.5 176.3 0.280988
  40 39.5 214.6 0.283012
  41 40.5 258.9 0.283283
  42 41.5 198.4 0.278818
  43 42.5 176.2 0.280838
  44 43.5 223.4 0.280824
  45 44.5 253.5 0.279745
  46 45.5 191.2 0.277471
  47 46.5 185.3 0.274526
  48 47.5 231.3 0.272253
  49 48.5 225.8 0.268752
  50 49.5 202.2 0.267869
  51 50.5 202.9 0.264732
  52 51.5 209.6 0.264302
  53 52.5 211.9 0.265359
  54 53.5 213.7 0.264412
  55 54.5 208.3 0.266018
  56 55.5 211.6 0.265504
  57 56.5 204.5 0.264792
  58 57.5 208.1 0.26381
  59 58.5 216 0.265075
  60 59.5 211.8 0.264208
  61 60.5 208.5 0.266844
  62 61.5 210.8 0.264998
  63 62.5 213.9 0.267097
  64 63.5 215.4 0.265439
  65 64.5 205.5 0.264199
  66 65.5 212.4 0.266952
  67 66.5 209 0.264116
  68 67.5 214.9 0.263992
  69 68.5 213.9 0.264627
  70 69.5 209 0.264621
  71 70.5 211.1 0.265488
  72 71.5 203.5 0.259186
  73 72.5 204.7 0.261941
  74 73.5 223.6 0.269157
  75 74.5 221.9 0.273335
  76 75.5 186.2 0.272514
  77 76.5 199.7 0.274547
  78 77.5 253 0.279534
  79 78.5 210.5 0.278728
  80 79.5 178.2 0.27678
  81 80.5 208.1 0.278158
  82 81.5 264.4 0.285275
  83 82.5 34.9 0.273464
14500 83 17453
  1 0.5 223.8 0.27946
  2 1.5 250.9 0.283808
  3 2.5 189.5 0.282293
  4 3.5 181.4 0.275826
  5 4.5 238.8 0.282272
  6 5.5 245 0.284154
  7 6.5 181.1 0.282108
  8 7.5 184.5 0.285347
  9 8.5 250.2 0.2862
  10 9.5 233 0.284497
  11 10.5 177 0.283057
  12 11.5 191.1 0.282252
  13 12.5 255.3 0.28047
  14 13.5 223.7 0.280771
  15 14.5 177 0.280529
  16 15.5 195.4 0.28137
  17 16.5 253 0.282728
  18 17.5 220.7 0.28314
  19 18.5 174.5 0.284968
  20 19.5 199.5 0.28186
  21 20.5 263 0.286908
  22 21.5 209.8 0.283881
  23 22.5 174 0.281715
  24 23.5 204.3 0.280667
  25 24.5 258.1 0.28533
  26 25.5 208.7 0.281834
  27 26.5 173.5 0.278802
  28 27.5 203.7 0.278458
  29 28.5 259 0.28412
  30 29.5 208.8 0.283914
  31 30.5 172.5 0.283839
  32 31.5 213.3 0.282367
  33 32.5 259.7 0.28234
  34 33.5 198.9 0.278711
  35 34.5 177.3 0.281165
  36 35.5 216.3 0.280472
  37 36.5 249.9 0.282103
  38 37.5 202.5 0.280749
  39 38.5 174.1 0.280901
  40 39.5 220.8 0.283965
  41 40.5 257.1 0.286324
  42 41.5 193.6 0.282498
  43 42.5 175.6 0.28514
  44 43.5 233.1 0.286046
  45 44.5 242.6 0.282221
  46 45.5 195 0.281131
  47 46.5 179 0.27606
  48 47.5 223.3 0.271217
  49 48.5 236 0.269813
  50 49.5 201.7 0.265023
  51 50.5 197.1 0.262845
  52 51.5 216.1 0.263033
  53 52.5 210.1 0.262862
  54 53.5 212.9 0.264977
  55 54.5 211.3 0.262258
  56 55.5 215.5 0.260548
  57 56.5 199.8 0.263188
  58 57.5 208.2 0.265231
  59 58.5 217.8 0.263914
  60 59.5 216.4 0.263453
  61 60.5 208.9 0.264248
  62 61.5 210.2 0.264265
  63 62.5 206.1 0.260749
  64 63.5 210.7 0.260292
  65 64.5 212.6 0.262593
  66 65.5 215.2 0.263878
  67 66.5 205.9 0.262465
  68 67.5 214.3 0.264703
  69 68.5 213.9 0.264669
  70 69.5 206.8 0.262488
  71 70.5 212.8 0.267207
  72 71.5 207.4 0.264948
  73 72.5 205.1 0.266472
  74 73.5 222.5 0.26787
  75 74.5 218.4 0.273456
  76 75.5 188 0.274535
  77 76.5 205.7 0.272393
  78 77.5 247.6 0.280693
  79 78.5 212.2 0.279742
  80 79.5 177.8 0.280792
  81 80.5 209.4 0.280664
  82 81.5 254.8 0.283637
  83 82.5 50.9 0.270777
14600 83 17453
  1 0.5 225.4 0.280552
  2 1.5 248.2 0.286096
  3 2.5 192.4 0.282324
  4 3.5 180.1 0.282756
  5 4.5 236.5 0.286133
  6 5.5 244.8 0.285284
  7 6.5 184.4 0.281554
  8 7.5 183.6 0.28384
  9 8.5 248.1 0.284498
  10 9.5 233.8 0.279332
  11 10.5 178.7 0.282352
  12 11.5 192.9 0.28193
  13 12.5 256.9 0.283503
  14 13.5 221.1 0.280174
  15 14.5 175.4 0.279926
  16 15.5 201.4 0.281707
  17 16.5 257 0.284091
  18 17.5 212.4 0.280939
  19 18.5 175.9 0.282025
  20 19.5 202.9 0.281034
  21 20.5 259.8 0.284481
  22 21.5 208.1 0.281072
  23 22.5 173.1 0.281612
  24 23.5 204.1 0.280721
  25 24.5 265.5 0.287261
  26 25.5 201.8 0.283545
  27 26.5 174.6 0.282182
  28 27.5 209.4 0.278649
  29 28.5 257.1 0.284489
  30 29.5 204 0.284049
  31 30.5 176.1 0.278464
  32 31.5 211.3 0.281054
  33 32.5 261.2 0.287146
  34 33.5 198.3 0.280971
  35 34.5 173.8 0.280163
  36 35.5 224.2 0.280567
  37 36.5 248.7 0.280256
  38 37.5 197.8 0.279855
  39 38.5 176.1 0.283341
  40 39.5 218.1 0.283092
  41 40.5 255.9 0.289923
  42 41.5 194.2 0.284735
  43 42.5 177.7 0.282636
  44 43.5 223 0.28453
  45 44.5 252.3 0.28443
  46 45.5 192.4 0.280989
  47 46.5 182.9 0.276708
  48 47.5 227.1 0.274803
  49 48.5 228.5 0.268467
  50 49.5 199.8 0.264747
  51 50.5 205.4 0.265242
  52 51.5 210.1 0.262806
  53 52.5 211.8 0.265405
  54 53.5 213.8 0.264948
  55 54.5 206 0.264037
  56 55.5 213 0.264399
  57 56.5 205.4 0.260364
  58 57.5 211.9 0.262247
  59 58.5 212.7 0.260256
  60 59.5 213.9 0.262487
  61 60.5 211.2 0.263289
  62 61.5 209 0.263598
  63 62.5 205.2 0.263742
  64 63.5 213.7 0.263949
  65 64.5 213.4 0.266414
  66 65.5 211.9 0.263542
  67 66.5 210.2 0.261618
  68 67.5 208.3 0.263602
  69 68.5 213.2 0.264033
  70 69.5 209.9 0.262225
  71 70.5 209.6 0.263635
  72 71.5 214.7 0.261404
  73 72.5 210.2 0.26372
  74 73.5 217.1 0.266704
  75 74.5 216 0.268072
  76 75.5 186.5 0.272746
  77 76.5 207.9 0.273457
  78 77.5 254.3 0.276766
  79 78.5 207.6 0.279852
  80 79.5 180.7 0.277647
  81 80.5 213.1 0.279426
  82 81.5 249.3 0.285539
  83 82.5 47.2 0.277983
14700 83 17452.999999999996
  1 0.5 233.9 0.284393
  2 1.5 244.3 0.282055
  3 2.5 190.4 0.281547
  4 3.5 178.7 0.282911
  5 4.5 239 0.286372
  6 5.5 243.1 0.284542
  7 6.5 185.3 0.282626
  8 7.5 183.1 0.283413
  9 8.5 247.4 0.283774
  10 9.5 233.9 0.280553
  11 10.5 179.4 0.283691
  12 11.5 190.7 0.281666
  13 12.5 253 0.284228
  14 13.5 225.6 0.280537
  15 14.5 177.4 0.279912
  16 15.5 198.2 0.281263
  17 16.5 251.1 0.278474
  18 17.5 217.8 0.281117
  19 18.5 178.8 0.280254
  20 19.5 206.7 0.283675
  21 20.5 259.2 0.283919
  22 21.5 207 0.282857
  23 22.5 172.4 0.280456
  24 23.5 209.5 0.279831
  25 24.5 261.6 0.283458
  26 25.5 201.5 0.282252
  27 26.5 175.2 0.284024
  28 27.5 213.7 0.281547
  29 28.5 258.6 0.282101
  30 29.5 197.8 0.281299
  31 30.5 175 0.281633
  32 31.5 219.6 0.282819
  33 32.5 254.2 0.286211
  34 33.5 195.5 0.284866
  35 34.5 175.6 0.284884
  36 35.5 222.9 0.28263
  37 36.5 249.8 0.282279
  38 37.5 196.7 0.282179
  39 38.5 176.3 0.284983
  40 39.5 214.3 0.282771
  41 40.5 256 0.285894
  42 41.5 196.1 0.28154
  43 42.5 178.5 0.281573
  44 43.5 226.3 0.283182
  45 44.5 248.7 0.284959
  46 45.5 192.6 0.27751
  47 46.5 184.6 0.276767
  48 47.5 232.5 0.274722
  49 48.5 224 0.269119
  50 49.5 198.1 0.270452
  51 50.5 207 0.265953
  52 51.5 212.8 0.26412
  53 52.5 211.4 0.263864
  54 53.5 211.8 0.266381
  55 54.5 207.4 0.263267
  56 55.5 210.1 0.266368
  57 56.5 207.7 0.26496
  58 57.5 210.9 0.264097
  59 58.5 208.9 0.264035
  60 59.5 211.4 0.263209
  61 60.5 208.5 0.265694
  62 61.5 205.9 0.26442
  63 62.5 215.5 0.263597
  64 63.5 211.4 0.261358
  65 64.5 214.9 0.260617
  66 65.5 208.2 0.265346
  67 66.5 212 0.263784
  68 67.5 211.8 0.262131
  69 68.5 211.4 0.263542
  70 69.5 213.3 0.26359
  71 70.5 211.5 0.26305
  72 71.5 208.7 0.265223
  73 72.5 212.1 0.26469
  74 73.5 214.9 0.265495
  75 74.5 216.5 0.269011
  76 75.5 190.7 0.270756
  77 76.5 211.6 0.271647
  78 77.5 245.1 0.27686
  79 78.5 210.8 0.279715
  80 79.5 177.4 0.279362
  81 80.5 211.8 0.282264
  82 81.5 253.6 0.284405
  83 82.5 44.4 0.275083
14800 83 17453.000000000004
  1 0.5 228.9 0.284172
  2 1.5 249.2 0.284777
  3 2.5 189.9 0.278955
  4 3.5 180.8 0.280635
  5 4.5 236.4 0.281524
  6 5.5 242.3 0.282921
  7 6.5 185.5 0.28101
  8 7.5 189.4 0.279967
  9 8.5 239.6 0.285262
  10 9.5 237.6 0.282518
  11 10.5 178.6 0.281753
  12 11.5 186.3 0.28375
  13 12.5 252.3 0.284294
  14 13.5 232 0.281943
  15 14.5 176.9 0.278931
  16 15.5 198.1 0.280514
  17 16.5 246.4 0.280233
  18 17.5 224 0.280555
  19 18.5 175.1 0.281545
  20 19.5 197 0.281415
  21 20.5 264.4 0.283283
  22 21.5 210.9 0.278377
  23 22.5 173.1 0.282575
  24 23.5 211.3 0.28194
  25 24.5 258.9 0.281828
  26 25.5 201.7 0.27923
  27 26.5 178.3 0.279015
  28 27.5 216.2 0.281449
  29 28.5 254.4 0.286107
  30 29.5 197.3 0.282156
  31 30.5 174.2 0.282136
  32 31.5 215.6 0.282328
  33 32.5 256.3 0.28464
  34 33.5 198.2 0.281495
  35 34.5 177.4 0.28344
  36 35.5 220.8 0.284717
  37 36.5 253.3 0.285774
  38 37.5 194.5 0.282643
  39 38.5 177.8 0.283161
  40 39.5 222.9 0.282048
  41 40.5 251.8 0.284923
  42 41.5 191.8 0.281139
  43 42.5 179.6 0.280542
  44 43.5 227.2 0.280472
  45 44.5 243.9 0.283301
  46 45.5 194.2 0.278567
  47 46.5 183.7 0.275941
  48 47.5 223.1 0.274382
  49 48.5 236.6 0.268674
  50 49.5 197.9 0.266476
  51 50.5 204.4 0.264578
  52 51.5 213.1 0.264231
  53 52.5 209.7 0.263522
  54 53.5 209 0.265116
  55 54.5 206.7 0.264488
  56 55.5 211.8 0.267767
  57 56.5 215.6 0.264332
  58 57.5 206.9 0.263166
  59 58.5 204.8 0.262167
  60 59.5 212.7 0.262772
  61 60.5 212.8 0.262388
  62 61.5 208.8 0.26122
  63 62.5 213.6 0.264736
  64 63.5 211.2 0.262239
  65 64.5 214.2 0.259914
  66 65.5 201.9 0.262957
  67 66.5 214.3 0.263449
  68 67.5 211 0.263375
  69 68.5 217.7 0.26632
  70 69.5 214.1 0.262335
  71 70.5 210.8 0.265195
  72 71.5 208.2 0.262212
  73 72.5 206 0.263291
  74 73.5 217.6 0.265425
  75 74.5 216.1 0.270111
  76 75.5 188.8 0.274
  77 76.5 202.2 0.274855
  78 77.5 253.8 0.28267
  79 78.5 211.5 0.281164
  80 79.5 178.4 0.279496
  81 80.5 211.9 0.282062
  82 81.5 254.3 0.281952
  83 82.5 45.5 0.27294
14900 83 17452.99999999999
  1 0.5 223.9 0.282685
  2 1.5 249 0.281569
  3 2.5 195.1 0.283033
  4 3.5 178.2 0.278616
  5 4.5 230.2 0.281834
  6 5.5 246.8 0.285196
  7 6.5 190.3 0.284413
  8 7.5 187.2 0.283212
  9 8.5 236.5 0.286362
  10 9.5 239.9 0.284461
  11 10.5 183.3 0.280683
  12 11.5 182.4 0.280691
  13 12.5 252.4 0.282527
  14 13.5 232.7 0.282338
  15 14.5 178 0.280971
  16 15.5 194.4 0.279242
  17 16.5 250.8 0.283835
  18 17.5 223.9 0.278644
  19 18.5 176 0.282623
  20 19.5 197.5 0.27793
  21 20.5 261.7 0.284371
  22 21.5 212.9 0.281053
  23 22.5 174.1 0.280803
  24 23.5 200.9 0.282764
  25 24.5 257.2 0.28494
  26 25.5 211.6 0.283179
  27 26.5 175.4 0.282593
  28 27.5 213.9 0.281605
  29 28.5 250.3 0.27946
  30 29.5 204 0.282235
  31 30.5 179.8 0.27962
  32 31.5 219.4 0.281132
  33 32.5 254.1 0.285003
  34 33.5 194.6 0.28047
  35 34.5 179.5 0.281435
  36 35.5 224.3 0.283554
  37 36.5 248.5 0.283412
  38 37.5 192.2 0.282437
  39 38.5 179.8 0.280061
  40 39.5 224.9 0.284396
  41 40.5 250.4 0.285044
  42 41.5 191.7 0.283644
  43 42.5 177.3 0.286115
  44 43.5 231.3 0.284837
  45 44.5 248 0.284127
  46 45.5 188.5 0.277716
  47 46.5 181.3 0.276546
  48 47.5 228.5 0.274505
  49 48.5 230 0.269929
  50 49.5 197.4 0.267266
  51 50.5 204.8 0.263753
  52 51.5 214.8 0.263555
  53 52.5 207.9 0.264702
  54 53.5 211.2 0.265301
  55 54.5 206.9 0.262767
  56 55.5 217.5 0.262588
  57 56.5 207.9 0.262137
  58 57.5 212.6 0.264941
  59 58.5 208.6 0.262886
  60 59.5 212.3 0.264615
  61 60.5 209.8 0.261009
  62 61.5 210.2 0.262352
  63 62.5 212.8 0.267561
  64 63.5 207.1 0.265234
  65 64.5 211.2 0.260005
  66 65.5 207.1 0.262178
  67 66.5 209.4 0.262053
  68 67.5 216.9 0.262151
  69 68.5 219.1 0.264154
  70 69.5 212.8 0.264578
  71 70.5 203.4 0.264269
  72 71.5 212.2 0.266903
  73 72.5 204.8 0.2634
  74 73.5 219.8 0.268514
  75 74.5 213.4 0.269417
  76 75.5 189.2 0.274385
  77 76.5 205.4 0.27634
  78 77.5 247.5 0.281349
  79 78.5 214.5 0.275983
  80 79.5 179.7 0.278194
  81 80.5 215.1 0.279326
  82 81.5 248 0.284553
  83 82.5 47.1 0.27291
15000 83 17452.999999999996
  1 0.5 217.7 0.279615
  2 1.5 257.2 0.283297
  3 2.5 194.7 0.278849
  4 3.5 178.7 0.276789
  5 4.5 229.1 0.282174
  6 5.5 246.1 0.284325
  7 6.5 191.6 0.281388
  8 7.5 185.2 0.280476
  9 8.5 231.9 0.28093
  10 9.5 247.5 0.28386
  11 10.5 182 0.28116
  12 11.5 182.3 0.282753
  13 12.5 253.3 0.282104
  14 13.5 230.6 0.28278
  15 14.5 178.8 0.279453
  16 15.5 192.7 0.280977
  17 16.5 252 0.285539
  18 17.5 222.4 0.281925
  19 18.5 178.5 0.278745
  20 19.5 193.9 0.280853
  21 20.5 252.8 0.281547
  22 21.5 223.8 0.280686
  23 22.5 174.7 0.279627
  24 23.5 196.7 0.280437
  25 24.5 259 0.286363
  26 25.5 216.4 0.280956
  27 26.5 174.8 0.281803
  28 27.5 212 0.28108
  29 28.5 248.9 0.281594
  30 29.5 207.9 0.283856
  31 30.5 177.4 0.28366
  32 31.5 218.8 0.282033
  33 32.5 255.3 0.284283
  34 33.5 195 0.280518
  35 34.5 179.7 0.279335
  36 35.5 224.9 0.282585
  37 36.5 247.6 0.285341
  38 37.5 193.2 0.282026
  39 38.5 179.3 0.284021
  40 39.5 227.8 0.283645
  41 40.5 250 0.286463
  42 41.5 190 0.283569
  43 42.5 181 0.278911
  44 43.5 234.5 0.281849
  45 44.5 240.9 0.282037
  46 45.5 187.5 0.279467
  47 46.5 187.8 0.276292
  48 47.5 230.7 0.274623
  49 48.5 223.4 0.2694
  50 49.5 198.9 0.264645
  51 50.5 210.2 0.266643
  52 51.5 209.8 0.263382
  53 52.5 207.1 0.26238
  54 53.5 219.5 0.263719
  55 54.5 202.7 0.263913
  56 55.5 213 0.261648
  57 56.5 209 0.260988
  58 57.5 216.4 0.26317
  59 58.5 210.2 0.26493
  60 59.5 208.6 0.262792
  61 60.5 206.1 0.261808
  62 61.5 207.1 0.265336
  63 62.5 212.1 0.262535
  64 63.5 213.2 0.264111
  65 64.5 210.1 0.261557
  66 65.5 214.2 0.26032
  67 66.5 208.9 0.263905
  68 67.5 214.3 0.264396
  69 68.5 208.9 0.266424
  70 69.5 209.6 0.262142
  71 70.5 214.5 0.266461
  72 71.5 209.5 0.26655
  73 72.5 203.2 0.266557
  74 73.5 219.3 0.266851
  75 74.5 220.6 0.272933
  76 75.5 188.1 0.274357
  77 76.5 204.6 0.275887
  78 77.5 249.5 0.279704
  79 78.5 208.8 0.281946
  80 79.5 175.8 0.280643
  81 80.5 206.6 0.280669
  82 81.5 259.1 0.281417
  83 82.5 45.5 0.274916
15100 83 17453
  1 0.5 220.1 0.282818
  2 1.5 252.1 0.281806
  3 2.5 198.3 0.281169
  4 3.5 177.5 0.280725
  5 4.5 223.2 0.280366
  6 5.5 253.3 0.285676
  7 6.5 191.6 0.284179
  8 7.5 181.9 0.282661
  9 8.5 234.1 0.281886
  10 9.5 243.8 0.282271
  11 10.5 187.1 0.281327
  12 11.5 181.4 0.281824
  13 12.5 239.6 0.281076
  14 13.5 238.5 0.282284
  15 14.5 184.3 0.280609
  16 15.5 183.5 0.280915
  17 16.5 243.8 0.282929
  18 17.5 240 0.280951
  19 18.5 178.6 0.278641
  20 19.5 189.7 0.278315
  21 20.5 257.8 0.282512
  22 21.5 224.1 0.282241
  23 22.5 174.1 0.280737
  24 23.5 199.8 0.279694
  25 24.5 255.9 0.284319
  26 25.5 213.7 0.281432
  27 26.5 178 0.280637
  28 27.5 205.1 0.280491
  29 28.5 252.8 0.281723
  30 29.5 212 0.281677
  31 30.5 173.8 0.285067
  32 31.5 210.7 0.284342
  33 32.5 258.6 0.286356
  34 33.5 199.6 0.279245
  35 34.5 178.1 0.28181
  36 35.5 215.6 0.284332
  37 36.5 260 0.287234
  38 37.5 195 0.282945
  39 38.5 177 0.284199
  40 39.5 223.4 0.285245
  41 40.5 255.7 0.284994
  42 41.5 189.6 0.278908
  43 42.5 181.3 0.280951
  44 43.5 232.4 0.280629
  45 44.5 240.5 0.279292
  46 45.5 190.4 0.274345
  47 46.5 188.1 0.274316
  48 47.5 237.6 0.274527
  49 48.5 224.7 0.269404
  50 49.5 193.9 0.264708
  51 50.5 208.3 0.268106
  52 51.5 211.9 0.263558
  53 52.5 214.6 0.259207
  54 53.5 205.9 0.261407
  55 54.5 212.3 0.262112
  56 55.5 213.7 0.261437
  57 56.5 208.2 0.264686
  58 57.5 212.5 0.263146
  59 58.5 214.4 0.264422
  60 59.5 209.6 0.262567
  61 60.5 204.6 0.263408
  62 61.5 203.9 0.262724
  63 62.5 211.6 0.262854
  64 63.5 212.5 0.261493
  65 64.5 209.4 0.260158
  66 65.5 208.1 0.263945
  67 66.5 214.5 0.264062
  68 67.5 213.9 0.261158
  69 68.5 214.2 0.260177
  70 69.5 209.7 0.261096
  71 70.5 208.9 0.262596
  72 71.5 204.9 0.263748
  73 72.5 211.1 0.266419
  74 73.5 217.6 0.269812
  75 74.5 213.2 0.272764
  76 75.5 194.3 0.272621
  77 76.5 203.9 0.273483
  78 77.5 244 0.27904
  79 78.5 216.1 0.280859
  80 79.5 174.6 0.280139
  81 80.5 207.2 0.281009
  82 81.5 256.2 0.283869
  83 82.5 45.5 0.277975
15200 83 17453
  1 0.5 220.9 0.282347
  2 1.5 257.7 0.283002
  3 2.5 193.6 0.28
  4 3.5 175.4 0.280712
  5 4.5 224.5 0.282157
  6 5.5 254.9 0.287164
  7 6.5 190.6 0.285701
  8 7.5 177.2 0.280741
  9 8.5 227.3 0.282759
  10 9.5 245.8 0.284504
  11 10.5 195.1 0.281176
  12 11.5 178 0.277486
  13 12.5 231.3 0.280417
  14 13.5 248.8 0.281114
  15 14.5 186 0.279497
  16 15.5 185 0.282889
  17 16.5 237.8 0.282204
  18 17.5 239.1 0.28524
  19 18.5 184.2 0.28031
  20 19.5 184.7 0.28156
  21 20.5 253.3 0.282067
  22 21.5 232.1 0.282041
  23 22.5 175 0.28198
  24 23.5 197.1 0.282415
  25 24.5 255.6 0.282259
  26 25.5 219.4 0.281514
  27 26.5 175.9 0.282234
  28 27.5 200.3 0.280189
  29 28.5 258.2 0.284539
  30 29.5 211.8 0.282904
  31 30.5 173.4 0.28575
  32 31.5 205.8 0.286592
  33 32.5 264.4 0.289642
  34 33.5 201.9 0.281848
  35 34.5 178.2 0.282061
  36 35.5 215.1 0.2846
  37 36.5 251.8 0.284995
  38 37.5 199.2 0.282176
  39 38.5 177.8 0.284868
  40 39.5 227 0.281685
  41 40.5 247.4 0.282116
  42 41.5 195.4 0.279867
  43 42.5 182 0.28058
  44 43.5 234.8 0.281061
  45 44.5 241.6 0.279809
  46 45.5 189.1 0.274109
  47 46.5 192.4 0.274285
  48 47.5 234.1 0.273296
  49 48.5 220.7 0.267746
  50 49.5 200 0.266319
  51 50.5 209.9 0.267637
  52 51.5 212.4 0.263954
  53 52.5 206.5 0.266564
  54 53.5 211.4 0.263229
  55 54.5 212.8 0.262679
  56 55.5 209.4 0.261889
  57 56.5 209.4 0.264917
  58 57.5 207.4 0.265373
  59 58.5 215.6 0.265295
  60 59.5 211.7 0.265648
  61 60.5 205.9 0.26345
  62 61.5 213.4 0.261747
  63 62.5 205.1 0.261826
  64 63.5 210.6 0.263667
  65 64.5 202.2 0.264853
  66 65.5 213.8 0.264253
  67 66.5 213.2 0.264305
  68 67.5 215.8 0.261315
  69 68.5 209.7 0.261655
  70 69.5 211.1 0.263675
  71 70.5 202.8 0.262674
  72 71.5 214.4 0.264394
  73 72.5 203.1 0.263759
  74 73.5 226.1 0.268653
  75 74.5 210.3 0.271424
  76 75.5 192 0.271533
  77 76.5 208.5 0.273327
  78 77.5 234.4 0.282388
  79 78.5 221.5 0.283855
  80 79.5 177.4 0.278214
  81 80.5 206.2 0.278384
  82 81.5 258.2 0.282532
  83 82.5 42.1 0.271764
15300 83 17453
  1 0.5 219.2 0.279398
  2 1.5 255 0.282797
  3 2.5 196.6 0.283137
  4 3.5 177 0.279124
  5 4.5 216 0.282186
  6 5.5 259.8 0.287868
  7 6.5 192.1 0.28364
  8 7.5 177.1 0.281908
  9 8.5 229.6 0.284822
  10 9.5 247.6 0.282577
  11 10.5 190 0.282712
  12 11.5 179 0.27985
  13 12.5 235.7 0.280181
  14 13.5 242.5 0.27967
  15 14.5 187.8 0.279821
  16 15.5 183.7 0.281011
  17 16.5 232 0.283332
  18 17.5 245.9 0.283047
  19 18.5 183.5 0.283524
  20 19.5 184.3 0.283599
  21 20.5 249.1 0.282745
  22 21.5 234.9 0.282064
  23 22.5 178.3 0.28281
  24 23.5 187.8 0.281055
  25 24.5 251.9 0.282408
  26 25.5 230.1 0.282606
  27 26.5 175.5 0.280209
  28 27.5 197.6 0.281752
